who,Text,target,
HeleneThouy,Cette allégeance constante des responsables politiques aux chasseurs est insupportable et doit cesser.,problem,
HeleneThouy,"#LesAnimauxComptent #Présidentielle2022
@Senat https://t.co/xPrTE1zgBC",other,
laurentwauquiez,"RT @auvergnerhalpes: 🍽🇫🇷 Ce matin, la Team France débute la compétition dans la grande finale du Bocuse d'Or au @sirha_lyon.",other,
laurentwauquiez,"La Région, pre…",other,
laurentwauquiez,RT @RMCsport: 🇫🇷 EXCEPTIONNEL JULIAN ALAPHILIPPE !!!,other,
laurentwauquiez,Le Français refait le coup d'Imola l'an passé et remporte une nouvelle fois les champi…,other,
MLP_officiel,"Depuis 27 ans, le mois d'octobre est l'occasion de mobiliser dans la lutte contre le cancer du sein.",problem,
MLP_officiel,Ce cancer est celui qui touche le plus les femmes dans le monde.,problem,
MLP_officiel,Participons du 1er au 31 octobre aux actions organisées partout en France dans le cadre d'#OctobreRose !,problem,
MLP_officiel,MLP https://t.co/6Kdlkivqpf,other,
SLeFoll,Rdv ce soir sur @publicsenat à 18h https://t.co/9xLjh0tWE5,other,
MichelBarnier,Merci à Miguel Angel Aguilar et à la Fondation @CarlosdeAmberes pour son accueil à Madrid.,other,
MichelBarnier,"La proximité, la culture, l’histoire, notre sécurité commune, la Méditerranée…tout justifie une coopération plus étroite entre l’Espagne et la France.",solution,
MichelBarnier,https://t.co/ksbEfTa8Nw,other,
jfpoisson78,Les mesures #Castex pour contrecarrer l'impact des augmentations démesurées du coût du gaz et de l'électricité sur le budget des ménages ressemblent plus à un fer à repasser qu'à un bouclier tarifaire !,problem,
jfpoisson78,"#Castex20h #Energie 
Explications ⤵️   https://t.co/lBA4DKegrC",other,
dupontaignan,L’Etat français se retrouve complètement nu en matière de souveraineté numérique !,problem,
dupontaignan,Les données ministérielles stockées sur des serveurs Microsoft resteront sur ces serveurs en dépit des grandes déclarations d’intention de Bruno Le Maire… Soutenons vraiment le numérique français!,problem,
dupontaignan,https://t.co/3m9jAwiiLU,other,
AlexLanglois_,@Impulsaxl @TiboChevillard @MontbrialAvocat J'y étais et @MontbrialAvocat a profité d'être à la barre pour me diffamer par des propos mensongers car c'est le seul endroit où il ne peut pas être poursuivi pour ses propos.,other,
AlexLanglois_,"Une sorte d'@EmmanuelMacron seul responsable dans l'affaire #Benalla, mais irresponsable légalement.",other,
Fabien_Roussel,Aux côtés de retraités qui manifestent aujourd'hui à Lille et dans toute la France.,problem,
Fabien_Roussel,Mon engagement : pas une seule pension en dessous de 1200 euros !,solution,
Fabien_Roussel,https://t.co/2DbF9h1c5j,other,
AlexLanglois_,"@TiboChevillard @MontbrialAvocat Droit de réponse : policier noter 6/7 avec éloge de sa hiérarchie, viré arbitrairement par @GDarmanin et réintégré par la Justice.",problem,
AlexLanglois_,"Dommage qu'un avocat de son envergure ne respecte pas une décision de Justice, par militantisme politique.",problem,
BrunoRetailleau,La macronie parle de restaurer la souveraineté nationale &amp; #enmêmetemps propose que la France abandonne son siège au Conseil de Sécurité de l’ONU !,problem,
BrunoRetailleau,"Après le fiasco des #sousmarins, c'est encore un clou enfoncé sur le cercueil de l’influence française.",problem,
BrunoRetailleau,https://t.co/cfR0f36VnT,other,
jfpoisson78,📺 Non au #PasseSanitaire pour voter à la #Presidentielle2022!,problem,
jfpoisson78,"Découvrez mon dernier VCP⤵️
https://t.co/uC194oYr0n https://t.co/D0tv96YdHS",other,
laurentwauquiez,Nous ne refuserons aucune formation pour ces métiers en tension.,problem,
laurentwauquiez,Mais nous avons une exigence : celle du respect des droits et devoirs.,solution,
laurentwauquiez,"Quand nous paierons une formation, la personne devra s’engager à la terminer et à retourner au travail.",solution,
laurentwauquiez,Nous ne financerons pas l'assistanat.,solution,
laurentwauquiez,"Dans notre région, il y a 400 000 demandeurs d’emploi et 150 000 emplois disponibles.",problem,
laurentwauquiez,La liste des secteurs qui n’arrivent pas à recruter est longue.,problem,
laurentwauquiez,Nous lançons un plan de 100M€ pour le retour au travail.,solution,
laurentwauquiez,"3 volets : identifier les offres, promouvoir et former à ces métiers.",solution,
dupontaignan,"Le ""bouclier tarifaire"" de #Castex, énième tour de passepasse du gouvernement ‼️

D’un côté l’État plonge dans la précarité énergétique des milliers de Français et de l’autre il s’honore de leur faire la charité ‼️

Cynisme et électoralisme crasses: 

L’indécence est en marche ‼️ https://t.co/vVuc92pPhL",problem,
AlexLanglois_,"@MontbrialAvocat @TiboChevillard @GDarmanin Condamnation car je suis responsable légale d'un syndicat, non pour des écrits personnels.",problem,
AlexLanglois_,La représentativité au sein de la police nécessite un débat trop long pour Twitter.,problem,
AlexLanglois_,Mais nous pouvons organiser un débat non ad personam mais pour améliorer nos institutions.,problem,
AlexLanglois_,Bien à vous.,other,
dupontaignan,"20 ans de sape de l’hôpital public, orchestrée par les Gouvernements successifs et accélérée par E Macron et ses 5700 lits fermés en 2020.",problem,
dupontaignan,La saignée s’accentue avec la mise à la porte de 20000 soignants pour le seul fait d’être non-vaccinés… Assez de ce sabotage de la Macronie.,problem,
dupontaignan,https://t.co/mRqIA62s0B,other,
MLP_officiel,📺 Je serai ce dimanche à 12h l’invitée de @BFMTV ⤵️ #MLaFrance #BFMPolitique https://t.co/Qc84Mx6JFU,other,
philippejuvin,La fin du tunnel ?,other,
philippejuvin,"Selon Merck, l’antiviral Molnupiravir réduirait de 50% le risque d’hospitalisation ET DE MORT !",solution,
philippejuvin,"De +, ce médicament se prend par oral et est insensible aux variants.",solution,
philippejuvin,A tel point que @US_FDA⁩ envisage une autorisation d’urgence.,solution,
philippejuvin,https://t.co/O5gI39ehph,other,
jclagarde,"Nous sommes le 1er octobre et c'est le début de l'#OctobreRose, ce mois de dépistage et de récoltes de fonds pour lutter contre le cancer du sein.",solution,
jclagarde,Tant de cancers du sein pourraient être guéris en étant pris à temps.,solution,
jclagarde,Prenez soin de vous : dépistez-vous.,solution,
jclagarde,https://t.co/PO7KfOCZZX,other,
dupontaignan,18 mois avec sursis requis contre la police parallèle macronienne en la personne de Benalla.,problem,
dupontaignan,2 mois de prison ferme pour un SDF n’ayant pas porté le masque à plusieurs reprises.,problem,
dupontaignan,La justice est-elle vraiment rendue au nom du peuple français ?,problem,
dupontaignan,https://t.co/xNiEILSrC6,other,
antoine27955080,"@chpiq L'avenir ne peut venir que du peuple, en effet.",solution,
antoine27955080,"Abandonné, ignoré, méprisé, il souffre de la duplicité de ses dirigeants qui instrumentalisent la crise sanitaire pour cacher leur renoncement à défendre la nation.",problem,
antoine27955080,Mais cette souffrance est la graine de l'espoir et de la victoire,problem,
sandrousseau,Vous êtes immonde https://t.co/eusOZueSGj,other,
antoine27955080,"RT @KellyMcgil: @antoine27955080 🐦 Fil Twiterien 🇫🇷 30/09/2021
L'appel du Devoir 🇫🇷 pour ces deux hommes #Général Antoine #Martinez &amp; Alexa…",other,
dupontaignan,📺Retrouvez-moi demain matin à 7h40 sur France 2 dans les 4 vérités !,other,
dupontaignan,📱Réagissez avec #Les4V https://t.co/WZAXAYFpc7,other,
sandrousseau,"Frederic je crois que tu as compris mon programme 😘😅

Tu mouriras - La chanson de Frédéric Fromet https://t.co/qHCAtR26RM via @YouTube
#ParJupiter",other,
sandrousseau,Bravo ⁦@Deputee_Obono⁩ pour cette victoire !,other,
sandrousseau,"#solidarité 
« Valeurs actuelles » condamné pour injure raciste contre Danièle Obono - Page 1 | Mediapart https://t.co/L8Q2f51vtk",other,
jeanlassalle,"Disponible pour parler de mon dernier livre quand vous voulez, A moins que vous soyez cantonné à la rubrique fashion du @monde https://t.co/24mDpNXmLn",other,
antoine27955080,"RT @ArnaudL88093083: C'est parfait, nous avons besoin de ces idiots du gouvernements qui nous expliquent que nous fantasmons.",problem,
antoine27955080,Leur aveuglem…,other,
vpecresse,Avec les élus de l’Orne lors d’une réunion à Caen sur la fierté française retrouvée!,solution,
vpecresse,Avec toute mon amitié @jeromenury @VeroLouwagie @joelbruneau @CdricNOUVELOT https://t.co/g8juhjBSIZ,other,
DenisPayre,La passivité de la France et de l’Europe devant cette situation est inacceptable.,problem,
DenisPayre,"Nous sommes des clients importants de la Chine, nous avons des leviers d’action.",solution,
DenisPayre,Et nos industries subissent une forte concurrence déloyale.,problem,
DenisPayre,Non à la prime aux exploiteurs.,problem,
DenisPayre,https://t.co/OrGKtOtOv9,other,
antoine27955080,RT @ArnaudL88093083: Dernier entretien avec Le Général Martinez @gam_2022  qui dénonce le copinage des nominations dans nos institutions en…,problem,
sandrousseau,@Cha_Minvielle @RokhayaDiallo @alicecoffin Merci @Cha_Minvielle 💚,other,
ZemmourEric,RT @GenerationZ_off: Toutes les générations soutiennent Zemmour !,other,
ZemmourEric,#ZemmourEric #CroiséeDesChemins #Lille https://t.co/mIWejpuw8w,other,
DenisPayre,Bravo pour cette mise au point importante.,other,
DenisPayre,https://t.co/AO9C6hUtNA,other,
DenisPayre,Indiscrétion Entreprendre : Denis Payre a rencontré Christian Jacob sans obtenir de garanties https://t.co/zeDgxOmjkx via @Entreprendre,other,
EricPiolle,"Alors que @mPinoe, @amandinehenry6 et les grands noms du foot féminin entrent sur #FIFA22, le #ParisRoubaix inaugure ce jour la première course féminine de son histoire.",other,
EricPiolle,"Des petits pas pour le sport, des bonds de géants pour l'égalité !",other,
SLeFoll,@BriceTeinturier est-il grognon?,other,
SLeFoll,"🤔
Ce qu’il analyse aujourd’hui c’est ce que je dis depuis des semaines.",other,
SLeFoll,"#JDCJDR 
⤵️
https://t.co/AQ3Aonq5Si",other,
MartinRocca12,https://t.co/W5P0lE3gEc,other,
ZemmourEric,"RT @AssoApollon: Dans les #hautsdefrance, #Zemmour prononce un discours historique à la gloire des chtis : peuple ingénieux, laborieux, ind…",solution,
sandrousseau,"Parce que la course Paris-Roubaix est mythique, 
125 ans après sa création, enfin, le mythe s’ouvre aux femmes 
Énormes encouragements pour les coureuses du #ParisRoubaix2021 !",other,
sandrousseau,"Et au passage salut à Jeannie Longo et son parcours sportif inédit #respect 

https://t.co/OEQJJbZK2V",other,
MartinRocca12,Elle est là la jeunesse qui s’engage.,other,
MartinRocca12,@LesEngagesMvt @sarahelhairy https://t.co/b90EeAm7Xc,other,
MLP_officiel,"📹 Hausse des prix de l'essence et de l'énergie, insécurité, immigration : au contraire du gouvernement, nous agirons !",problem,
MLP_officiel,"J'étais cette semaine en #Gironde, aux côtés de @JPGarraud et @diaz_edwige, pour évoquer ces problèmes majeurs de la vie quotidienne des Français.",problem,
MLP_officiel,#MLaFrance https://t.co/T90dpUf1cc,problem,
sandrousseau,🎙️ Retrouvez-moi à 12h45 en direct sur @franceculture.,other,
sandrousseau,#OuilesTempsChangent 🌊 https://t.co/lZoAfsd1hW,other,
jfpoisson78,"""Que la France fasse amende honorable pour les harkis, oui.",solution,
jfpoisson78,Mais qu’elle exalte aussi la grandeur de son Histoire et retrouve sa fierté.,solution,
jfpoisson78,"C’est le seul « en même temps » qui vaille !""",solution,
jfpoisson78,Loi de réparation pour les #harkis : mon décryptage ⤵️ https://t.co/LBuFDyLB8c,solution,
ZemmourEric,"Je vous invite à me suivre maintenant sur mon compte Pinterest :
https://t.co/QsyLXRynuQ

À très bientôt !",other,
ZemmourEric,E.Z.,other,
AnasseKazib,🔴 Suppression de la figure présidentielle et de cette chambre réactionnaire qu’est le Sénat.,solution,
AnasseKazib,"🔴 Le plafonnement du salaire des élus à la hauteur du salaire moyen, ainsi que la possibilité de révocation des élus à tout moment.",solution,
AnasseKazib,🔴 Limitation du nombre de mandats.,solution,
AnasseKazib,C’est d’une véritable révolution que nous avons besoin pour en finir avec ce monde où on peut faire du ferme pour un bout de fromage pendant que ces profiteurs s’en sortent toujours.,solution,
AnasseKazib,Mais je porterai déjà les mesures suivantes à la #Presidentielle2022 ⬇️ https://t.co/DZ9QW9cvpa,solution,
BrunoRetailleau,Inauguration du nouveau lycée vendéen St François d’Assise.,other,
BrunoRetailleau,Il n’y a pas pour la France d’enjeu plus fondamental que celui de l’école.,problem,
BrunoRetailleau,Il devra être au cœur des présidentielles https://t.co/corVE07PWF,solution,
f_philippot,"En Australie, la dérive tyrannique d’une police covidiste aux ordres continue et les grands médias relaient docilement : « Tolérance zéro » pour les manifestants de la liberté !",problem,
f_philippot,"Mais le peuple s’est réveillé, et une fois réveillé il est invincible !",solution,
f_philippot,⤵️ https://t.co/W4ypMgcBwy,other,
f_philippot,"Appel à la grève générale en Italie le 11
octobre !",other,
f_philippot,"« Contre le #PassSanitaire, pour un mouvement de résistance nationale de tous les travailleurs et travailleuses » !",other,
f_philippot,Voilà un discours qu’on aimerait entendre dans la bouche des syndicats français !,other,
f_philippot,⤵️ https://t.co/aEtijgrbNE,other,
xavierbertrand,"Aujourd’hui, je veux vous parler du travail, des Français qui travaillent, mais pour qui la fin du mois commence dès le 10.",problem,
xavierbertrand,"Je veux vous parler de tous ceux qui se sentent toujours invisibles, parce que leur travail, leurs efforts, ne sont pas reconnus à leur juste valeur.",problem,
xavierbertrand,https://t.co/TXzNviFEqc,other,
xavierbertrand,"Avant la fin 2022, aucun salarié travaillant à temps complet ne touchera moins de 1500€ net/mois.",solution,
xavierbertrand,C’est mon engagement.,solution,
xavierbertrand,"Il repose sur un dispositif nouveau, la prime au travail.",solution,
xavierbertrand,Elle concernera la moitié des salariés français.,solution,
xavierbertrand,Ceux qui gagnent moins de 2000€ nets/mois.,solution,
xavierbertrand,https://t.co/sEnsT6zvWW,other,
xavierbertrand,"J’entends aussi mobiliser avant l’été 2022, tous les partenaires sociaux, pour une grande Conférence, qui devra traiter de sujets essentiels, le premier d’entre eux étant le niveau des salaires et leur progression.",solution,
xavierbertrand,https://t.co/1iV8CBVcuY,other,
xavierbertrand,Les heures travaillées au-delà de 35h seront sans impôt et sans charge sociale comme l’étaient les heures supplémentaires en 2007.,solution,
xavierbertrand,Toutes les entreprises bénéficieront d’un allégement de cotisations sociales.,solution,
xavierbertrand,C’est un principe gagnant-gagnant qui augmentera le pouvoir d’achat.,solution,
xavierbertrand,https://t.co/D4fYSmCNTQ,other,
xavierbertrand,Je veux également que ceux qui sont volontaires pour des jours de travail additionnels puissent le faire facilement.,solution,
xavierbertrand,Une semaine de congés payés et une partie des RTT pourront ainsi être rachetées par l’entreprise.,solution,
xavierbertrand,https://t.co/i6i5QMHgVc,other,
jeanlassalle,"RT @tendanceouest61: Défenseur de la ruralité et d'une certaine idée de la France, le député des Pyrénées-Atlantiques et candidat à l'élect…",other,
xavierbertrand,"Une entreprise qui fait des bénéfices devra mieux partager la valeur créée, car elle est créée aussi grâce aux salariés.",solution,
xavierbertrand,La rémunération du travail en fonction des résultats de l’entreprise deviendra un principe fondamental de notre système économique et social.,solution,
xavierbertrand,https://t.co/nhgzUHJrT6,other,
xavierbertrand,"Je veux dire la vérité : améliorer le pouvoir d’achat et le niveau de vie des Français, cela passera par le travail et l’effort, mais nous ne réussirons pas sans l’esprit de justice.",solution,
xavierbertrand,https://t.co/PbINh8RVaK,other,
ZemmourEric,Les Lillois sont là !,other,
ZemmourEric,#CroiséeDesChemins #Lille https://t.co/1Tvk23lBCz,other,
jeanlassalle,"RT @LaRepDpyrenees: Présidentielle 2022 : @jeanlassalle appelle aux parrainages dans une vidéo
https://t.co/hqSLfZne1Q https://t.co/GEbGwTd…",other,
jeanlassalle,"RT @francebleu: VIDÉO - Présidentielle : Jean Lassalle en quête de parrainages pour sa candidature
➡️ https://t.co/6wVqFidNI8 https://t.co/…",other,
AlexLanglois_,RT @Le_Pluraliste: 2 minutes pour découvrir la candidature d'@AlexLanglois_  pour la #Presidentielle2022.,other,
AlexLanglois_,"L'interview complète :
@YouTube :…",other,
EricPiolle,Condoléances à sa famille et à ses proches.,other,
EricPiolle,Poursuivons son engagement à faire de la France une nation à la hauteur de ses valeurs.,other,
EricPiolle,@LDH_Fr https://t.co/Y1oQBPt5zH,other,
EmmanuelMacron,"Je n'oublie rien de ce qu'ont traversé, il y a un an, les habitants des vallées dévastées par la tempête Alex ni l’héroïsme des pompiers, secouristes et forces de l’ordre.",solution,
EmmanuelMacron,"Après l’urgence, la reconstruction.",solution,
EmmanuelMacron,Je retournerai sur place avant la fin d’année pour faire le point.,solution,
f_philippot,La foule afflue pour cette #Manifs2octobre !,problem,
f_philippot,Et ça ne cesse d’arriver !,problem,
f_philippot,Énorme !,other,
f_philippot,"Le peuple français a en sa dose des Véran, Macron et autres oligarques !",problem,
f_philippot,Libération nationale !,problem,
f_philippot,🇫🇷🇫🇷🇫🇷 https://t.co/fjRzCkel3Z,other,
Fabien_Roussel,Michel Tubiana vient de nous quitter.,other,
Fabien_Roussel,"Ce grand avocat, ancien Président de la LDH a été un ardent défenseur de nos libertés et de la dignité humaine.",other,
Fabien_Roussel,Le PCF adresse toute son amitié aux https://t.co/TG1aEUB9eR de la @LDH_Fr avec qui nous partageons tant de combat.,other,
f_philippot,Essoufflement ?,other,
f_philippot,😂 Macron et Véran savent la vérité : le blocage général du pays arrive !,problem,
f_philippot,Le combat anti #PassSanitaire est la face émergée du combat anti-mondialiste !,problem,
f_philippot,"Pour les peuples, la vie, la liberté !",other,
f_philippot,🇫🇷🇫🇷🇫🇷 https://t.co/UEmB04o3fs,other,
f_philippot,Du monde à perte de vue pour #Manifs2octobre !!!,other,
f_philippot,Liberté !,solution,
f_philippot,France souveraine !,solution,
f_philippot,🇫🇷🇫🇷🇫🇷 https://t.co/DJoiwfGTGy,other,
Fabien_Roussel,Dimanche 3 octobre à 10h #LeGrandRDV @Europe1 @CNEWS @LesEchos https://t.co/11PrVJVzfA,other,
dupontaignan,Sauvons la France !,solution,
dupontaignan,Cessons les gaspillages pour mieux rémunérer le travail.,solution,
dupontaignan,Ma première mesure : baisser les cotisations sociales pour augmenter les salaires de l’équivalent d’un 13ème mois.,solution,
dupontaignan,Mes 60 décisions pour sauver la France : https://t.co/Bv8YB63B53 https://t.co/FwZ9VVqmNx,solution,
AnasseKazib,« Liberté pour Ouïghours » 💙#Manifs2octobre #Ouïghours https://t.co/2Cc9uXPJh6,solution,
ZemmourEric,Quel plaisir d’être de retour à Lille !,other,
ZemmourEric,#CroiséeDesChemins #Lille https://t.co/xmx3XEFAdk,other,
DenisPayre,Merci à L’Echo grand quotidien économique Belge pour cet entretien.,other,
DenisPayre,L’information sur la vie politique française passe aussi (parfois mieux?),other,
DenisPayre,par nos voisins francophones.,other,
DenisPayre,https://t.co/zypZ3HhfUA,other,
ZemmourEric,"Visiter votre région, c’est voir défiler sous nos yeux un panorama complet de l’Histoire de France.",other,
ZemmourEric,C’est un cas unique : qui peut se targuer d’un tel privilège ?,other,
ZemmourEric,#CroiséeDesChemins #Lille https://t.co/q7MDcq7AVM,other,
ZemmourEric,"Quelle meilleure région que le Nord pour parler d’effort, de sacrifice, d’industrie, de savoir-faire ?",solution,
ZemmourEric,#CroiséeDesChemins #Lille https://t.co/6fWgM69LTl,other,
yjadot,"Génocide en cours, sauvons les #Ouïghours
La France, l’Europe, les marques qui ferment les yeux sur ce qui se passe en Chine doivent agir au lieu d’être complices.",problem,
yjadot,#FreeUyghurs https://t.co/pj1oMKxvZ1,other,
espoirRIC2022,RT @espoirRIC2022: Le replay !,other,
espoirRIC2022,"Clara Egger intervenait hier soir sur #UE #Frexit #Opt-Out #Démocratie #RIC

https://t.co/D0ipIEEWfY",other,
f_philippot,Bravo la France !,other,
f_philippot,🇫🇷🇫🇷🇫🇷 #Manifs2octobre https://t.co/ufym1HMOO8,other,
UPR_Asselineau,"⚠️LA FRICOSPHÈRE DE BIG PHARMA
Remarquable travail d'investigation de @france_soir + collectif  citoyen sur la «fricosphère» qui a corrompu les autorités sanitaires en🇫🇷.",problem,
UPR_Asselineau,"🤬Il faut que la ""Commission contre le complotisme"" de Macron réponde point par point
https://t.co/i3NP3i8TbV",problem,
MLP_officiel,"🚒 En cette journée nationale des sapeurs-#pompiers, je tiens à adresser ma gratitude à ces #HérosDuQuotidien, de plus en plus agressés sur le terrain, et dont le modèle du volontariat est aujourd'hui remis en cause.",problem,
MLP_officiel,Soutien total !,other,
MLP_officiel,#JNSP2021 https://t.co/EL4CmsVeZ4,other,
ECiotti,Immense émotion à Venanson lors de la cérémonie commémorative en hommage à Loïc Millo aux côtés du maire Loetitia Loré.,other,
ECiotti,"Nous pleurons la perte de ce héros parti trop tôt, dont l’engagement était de sauver la vie des autres.",other,
ECiotti,Nous ne l’oublierons jamais.,other,
ECiotti,https://t.co/HDq91gaX0u,other,
HeleneThouy,RT @dhoubron1759: Nous ne lâcherons rien et l’ Assemblée nationale reviendra à sa rédaction au plus vite !,solution,
HeleneThouy,Nous ne laisserons pas notre pro…,other,
HeleneThouy,"RT @Elus_PA: Notre Conseillère de @Paris, @DouchkaMarkovic, est à la Marche contre la fourrure du 2 octobre 2021.",other,
HeleneThouy,L'interdiction de la four…,other,
HeleneThouy,"RT @PartiAnimaliste: « Les objectifs chiffrés, c’est compliqué parce qu’il y a toujours des aléas.",problem,
ZemmourEric,"Vos industries minières, vos industries textiles, vos industries métallurgiques, toutes ont participé à faire de la France une puissance mondiale.",solution,
ZemmourEric,#CroiséeDesChemins #Lille https://t.co/KynJYi70xc,other,
HeleneThouy,RT @CitoyensDirect: On se retrouve mardi prochain pour la suite de notre série d'émissions consacrées à la #Presidentielle2022 !,other,
ECiotti,"Loïc Millo, enfant de la vallée, avait 31 ans.",other,
ECiotti,Il était sapeur-pompier volontaire au centre d’incendie et de secours de St Martin Vésubie depuis 2018 et vouait un engagement extrême au sein du @sdis_06.,other,
ECiotti,Mes pensées vont à sa famille et à ses proches.,other,
ECiotti,https://t.co/3xxEtoVDnI,other,
ECiotti,Attaque déplacée et indécente contre l’un de nos plus grands entrepreneurs.,other,
ECiotti,Vincent Bolloré fait honneur à la France.,other,
ECiotti,Pour les idéologues de la pensée unique la pluralité d’opinion n’est acceptable que lorsque elle va dans leur sens !,problem,
ECiotti,https://t.co/HLYKq3HLyA,other,
UPR_Asselineau,@annick_OL @Ludovic13326759 @MLP_officiel @BFMTV Vous gobez la propagande anti-Brexit ?,other,
UPR_Asselineau,"Si vous croyez que les pénuries au Royaume-Uni sont dues au Brexit comme l'affirment les médias, pouvez-vous nous expliquer à quoi sont dues les pénuries aux États-Unis ou en France, qui sont plus nombreuses  ?",problem,
UPR_Asselineau,https://t.co/HJk3B7xVWz,other,
Fabien_Roussel,Départ à Denain du #ParisRoubaix féminin : Victoire !,other,
Fabien_Roussel,125 ans après la première édition les femmes font leur entrée dans l'enfer du Nord https://t.co/a6hXJUBhX6,other,
sandrousseau,Pour ré-écouter mon intervention sur @franceculture dans l’émission Politique !,other,
sandrousseau,"👇 animée par Gregory Philipps 

Sandrine Rousseau : ""Une écologie radicale doit avoir une place dans cette campagne"" via @franceculture https://t.co/4XZFQuD4dG",solution,
yjadot,"Les libertés fondamentales ne sont pas rattachées à un pays, à une culture ou à l’histoire, les libertés fondamentales concernent l’humanité toute entière.",problem,
yjadot,#FreeUyghurs https://t.co/dzxkd7RNYd,other,
MichelBarnier,"« Les militants, les adhérents @lesRepublicains doivent être respectés » @BFMTV https://t.co/1Is9H10Dx3",problem,
UPR_Asselineau,🇵🇱 POLEXIT ?,solution,
UPR_Asselineau,"@lemondefr affirme avec raison que si le Tribunal constitutionnel🇵🇱 affirme la primauté du droit🇵🇱 sur le droit🇪🇺,la conséquence en sera un «#Polexit législatif».",solution,
UPR_Asselineau,"⚠️@MichelBarnier,qui propose la même chose pour la🇫🇷,œuvre donc pour le #Frexit
https://t.co/LEUwR7aDc8",solution,
f_philippot,"Le #PassSanitaire est la face émergée de la guerre du mondialisme contre l’humanité, la France et les peuples !",problem,
f_philippot,La résistance pour cette #Manifs2octobre est là et bien là !,problem,
f_philippot,Et c’est phénoménal !,other,
f_philippot,🇫🇷🇫🇷🇫🇷 https://t.co/g5CgKeD2F0,other,
AnasseKazib,"Et de 4 ce matin 🔥🔥🔥🔥 
Merci à ces maires de petites communes, souvent paysans, ouvriers, retraités, qui soutiennent démocratiquement notre candidature.",solution,
AnasseKazib,Soutenez-nous pour atteindre les 500 signatures sur https://t.co/8i1MbL6DBW https://t.co/2SMjd54tgn,other,
UPR_Asselineau,"⚠️Plusieurs candidats à la présidentielle 2022 affirment qu'ils sont :

▪️hostiles au #Frexit

▪️mais pour la primauté de la Constitution🇫🇷sur les traités🇪🇺 @MLP_officiel
@MichelBarnier

▪️ou pour ne pas appliquer les directives🇪🇺contraires à nos intérêts @JLMelenchon
@montebourg",other,
ECiotti,"Reconnaissance et respect lors de l’hommage aux Commandants Bruno Kohlhuber et au sapeur Loïc Millo, disparus en mission lors de la tempête Alex il y a un an, avec le maire Martine Marengo-Ferrier et le Père Appiano à la Bollène-Vésubie.",other,
ECiotti,https://t.co/86zmxwF0CC,other,
AnasseKazib,Soutenu par @EricNaulleau et des Nazis https://t.co/RuySTOVPsZ,other,
UPR_Asselineau,"Le «petit» problème de ces déclarations franco-françaises, c'est qu'elles sont totalement contraires au droit🇪🇺.",problem,
UPR_Asselineau,"Elles ne seraient acceptées
NI par la Commission🇪🇺
NI par la CJUE
NI par nos 26 partenaires
La🇫🇷 serait donc
-condamnée à se plier au droit🇪🇺
-ou sommée de quitter🇪🇺",problem,
AlexLanglois_,"Alexandre Langlois : « Aujourd’hui, rien n’est fait, on n’est pas à l’abri que ça se reproduise demain » https://t.co/3dcLSKggng via @bvoltaire",other,
philippejuvin,"RT @CNEWSLesOFF: 🔵L'INTERVIEW DU WEEK-END À 8H40 dans #LaMatinaleWE

@philippejuvin sera l'invité de @JP_Elkabbach ce dimanche 3 octobre…",other,
UPR_Asselineau,"Le gouvernement🇫🇷 serait alors placé devant un affreux dilemme
▪️soit faire amende honorable et subir l'humiliation d'obéir de nouveau à ses engagements juridiques🇪🇺
▪️soit faire le #Frexit dans la pire des conditions, en s'étant mis dans son tort et en ayant l'opposition des 26!",other,
UPR_Asselineau,"⚠️CONCLUSION: IL FAUT RESPECTER LES FRANÇAIS
L'🇪🇺est comme une partie de cartes.",solution,
UPR_Asselineau,"Soit on y joue et on respecte les règles =&gt;🇪🇺
Soit on refuse les règles et on sort du jeu =&gt;🇫🇷
🚨Ce n'est pas respecter les électeurs que de leur faire croire à une voie médiane entre🇪🇺 et le #Frexit",solution,
philippejuvin,RT @BastienDauphin: Un plaisir d’accueillir @philippejuvin à #Lille ce soir avec les militants @LRepublicains59.,other,
philippejuvin,Des échanges riches et sti…,other,
philippejuvin,RT @NicolasSarkozy: https://t.co/H3O9kAyoGF,other,
philippejuvin,"RT @JeanMassiet: sur @Backseat_fr on sait recevoir les candidats à la présidentielle

GG @philippejuvin pour la victoire sur le fil du raso…",other,
yjadot,Tant de combats menés !,other,
yjadot,"Les démocrates et les défenseurs des droits humains, les amoureuses et les amoureux de la liberté, des libertés sont en deuil !",other,
yjadot,"Toutes mes condoléances à la famille, aux proches et à la #LDH.",other,
yjadot,https://t.co/G03WLErKzh,other,
jeanlassalle,Merci aux nombreux concitoyens venus à ma rencontre hier à Saint-Germain de Martigny.,other,
jeanlassalle,"Pour celles et ceux qui n’ont pu venir à ma rencontre je vous donne rendez-vous lors de ma prochaine venue, car comme dit si bien la chanson « J’irai revoir ma Normandie !",other,
jeanlassalle,» #jeanlassalle2022 https://t.co/5WlBIH9aJy,other,
philippejuvin,"RT @Backseat_fr: Demain soir, en deuxième partie d'émission, nous aurons le plaisir de recevoir @philippejuvin, candidat à l'investiture de…",other,
ZemmourEric,Merci pour votre accueil chaleureux !,other,
ZemmourEric,#CroiséeDesChemins #Lille https://t.co/ZqBAyOU6DI,other,
DenisPayre,Merci à Ethic pour ce message de soutien.,other,
DenisPayre,https://t.co/oTO8DyBfr8,other,
jeanlassalle,Retrouvez l’article de @tendanceouest sur ma venue à St-Germain de Martigny.,other,
